date,fund,company,ticker,cusip,shares,market value($),weight(%)
1/21/2021,ARKK,TESLA INC,TSLA,88160R101,2576672.0,2177262073.28,9.12
1/21/2021,ARKK,ROKU INC,ROKU,77543R102,4252210.0,1801406244.4,7.54
1/21/2021,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,6070635.0,1123674538.5,4.71
1/21/2021,ARKK,TELADOC HEALTH INC,TDOC,87918A105,4474063.0,1098382466.5,4.6
1/21/2021,ARKK,SQUARE INC - A,SQ,852234103,4940650.0,1085065553.0,4.54
1/21/2021,ARKK,INVITAE CORP,NVTA,46185L103,17456809.0,927480262.17,3.88
1/21/2021,ARKK,ZILLOW GROUP INC - C,Z,98954M200,4851052.0,707865507.84,2.96
1/21/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,1964700.0,684305010.0,2.87
1/21/2021,ARKK,BAIDU INC - SPON ADR,BIDU,056752108,2703967.0,681156326.97,2.85
1/21/2021,ARKK,PROTO LABS INC,PRLB,743713109,3157475.0,600267572.25,2.51
1/21/2021,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,2874603.0,559196521.59,2.34
1/21/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,446091.0,534483931.65,2.24
1/21/2021,ARKK,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,5870858.0,519218681.52,2.17
1/21/2021,ARKK,PURE STORAGE INC - CLASS A,PSTG,74624M102,22255488.0,516549876.48,2.16
1/21/2021,ARKK,TWILIO INC - A,TWLO,90138F102,1318873.0,513041597.0,2.15
1/21/2021,ARKK,PAYPAL HOLDINGS INC,PYPL,70450Y103,2058794.0,511898540.16,2.14
1/21/2021,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,3354066.0,496636552.62,2.08
1/21/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,1263661.0,483742067.41,2.03
1/21/2021,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,9947891.0,474017006.15,1.99
1/21/2021,ARKK,DOCUSIGN INC,DOCU,256163106,1875304.0,476214697.76,1.99
1/21/2021,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,6456860.0,468703467.4,1.96
1/21/2021,ARKK,EDITAS MEDICINE INC,EDIT,28106W103,6655763.0,424571121.77,1.78
1/21/2021,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,3145525.0,422003634.0,1.77
1/21/2021,ARKK,MATERIALISE NV-ADR,MTLS,57667T100,6006937.0,420485590.0,1.76
1/21/2021,ARKK,LENDINGTREE INC,TREE UW,52603B107,1224240.0,384668450.4,1.61
1/21/2021,ARKK,KE HOLDINGS INC,BEKE,482497104,5002979.0,367218658.6,1.54
1/21/2021,ARKK,PAGERDUTY INC,PD,69553P100,7552637.0,365321051.69,1.53
1/21/2021,ARKK,2U INC,TWOU,90214J101,8055366.0,359349877.26,1.51
1/21/2021,ARKK,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,2992004.0,337857091.68,1.41
1/21/2021,ARKK,SEA LTD-ADR,SE,81141R100,1243381.0,290901418.76,1.22
1/21/2021,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,3538771.0,269618962.49,1.13
1/21/2021,ARKK,UNITY SOFTWARE INC,U,91332U101,1799399.0,264439677.04,1.11
1/21/2021,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,5446089.0,263100559.59,1.1
1/21/2021,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,7257224.0,263509803.44,1.1
1/21/2021,ARKK,VERACYTE INC,VCYT,92337F107,4841473.0,261294297.81,1.09
1/21/2021,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,1387026.0,257334933.78,1.08
1/21/2021,ARKK,STRATASYS LTD,SSYS,M85548101,7049806.0,254075008.24,1.06
1/21/2021,ARKK,REGENERON PHARMACEUTICALS,REGN,75886F107,469845.0,251592600.6,1.05
1/21/2021,ARKK,SYNOPSYS INC,SNPS,871607107,850882.0,232180171.34,0.97
1/21/2021,ARKK,PINTEREST INC- CLASS A,PINS,72352L106,3127190.0,229911008.8,0.96
1/21/2021,ARKK,SPLUNK INC,SPLK,848637104,1214324.0,208657292.92,0.87
1/21/2021,ARKK,SERES THERAPEUTICS INC,MCRB,81750R102,8038025.0,194279064.25,0.81
1/21/2021,ARKK,HUYA INC-ADR,HUYA,44852D108,6879589.0,163115055.19,0.68
1/21/2021,ARKK,CERUS CORP,CERS,157085101,19063301.0,137827666.23,0.58
1/21/2021,ARKK,COMPUGEN LTD,CGEN,M25722105,10140626.0,128177512.64,0.54
1/21/2021,ARKK,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,1639448.0,125155460.32,0.52
1/21/2021,ARKK,NOVARTIS AG-SPONSORED ADR,NVS,66987V109,1230780.0,119237966.4,0.5
1/21/2021,ARKK,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,5056505.0,61891621.2,0.26
1/21/2021,ARKK,PACCAR INC,PCAR,693718108,399823.0,39478523.02,0.17
1/21/2021,ARKK,FATE THERAPEUTICS INC,FATE,31189P102,281648.0,28071856.16,0.12
